|time_started|time_completed|folders
0|2018-02-05 15:00:09.802240|2018-02-05 15:00:48.258705|['acer_macrophyllum', 'betula_pendula', 'thuja_plicata', 'tilia_cordata', 'bad_images', 'cedrus_libani', 'pseudotsuga_menziesii', 'picea_sitchensis', 'betula_papyrifera', '.ipynb_checkpoints', 'platanus_acerifolia', 'alnus_rubra']
